Name,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Card 30,Deck
974811-kobolds-big-priest,barnes,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,forbidden shaping,forbidden shaping,greater healing potion,holy smite,holy smite,lesser diamond spellstone,lesser diamond spellstone,obsidian statue,obsidian statue,psychic scream,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,spirit lash,spirit lash,the lich king,thoughtsteal,thoughtsteal,unidentified elixir,yshaarj rage unbound,2
974805-quest-priest-k-c,awaken the makers,cairne bloodhoof,carnivorous cube,carnivorous cube,crystalline oracle,crystalline oracle,devilsaur egg,devilsaur egg,dragonfire potion,eternal servitude,eternal servitude,free from amber,greater healing potion,herald volazj,lesser diamond spellstone,nzoth the corruptor,obsidian statue,obsidian statue,pint size potion,potion of madness,potion of madness,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word horror,shadow word pain,skelemancer,skelemancer,-1
974791-otk-spellstone-priest,circle of healing,circle of healing,dragonfire potion,dragonfire potion,embrace the shadow,embrace the shadow,greater healing potion,lesser diamond spellstone,lyra the sunshard,malygos,mind blast,mind blast,pint size potion,pint size potion,potion of madness,power word shield,power word shield,prophet velen,psychic scream,psychic scream,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word horror,spirit lash,spirit lash,-1
974777-dragon-priest,book wyrm,cobalt scalebane,cobalt scalebane,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,kabal talonpriest,kabal talonpriest,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,power word shield,power word shield,priest of the feast,primordial drake,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,skulking geist,twilight drake,twilight drake,ysera,1
974776-kobolds-review-10-10-antimeta,ancient brewmaster,ancient brewmaster,cabal shadow priest,cabal shadow priest,defias cleaner,defias cleaner,embrace darkness,embrace darkness,ironbeak owl,ironbeak owl,kabal songstealer,kabal songstealer,mass dispel,mass dispel,mind control,mind control,psychic scream,psychic scream,purify,purify,shadow madness,shadow madness,shadow visions,shadow visions,silence,silence,spellbreaker,spellbreaker,youthful brewmaster,youthful brewmaster,-1
974662-malygos-valen-big-priest,barnes,circle of healing,circle of healing,dragonfire potion,dragonfire potion,embrace the shadow,embrace the shadow,eternal servitude,eternal servitude,greater healing potion,holy smite,holy smite,malygos,mind blast,mind blast,obsidian statue,prophet velen,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,spirit lash,spirit lash,the lich king,yshaarj rage unbound,2
972806-thanks,divine spirit,divine spirit,kabal talonpriest,lightspawn,lightspawn,lightwell,lightwell,marin the fox,mind blast,mind blast,mind control,mind control,mind vision,mind vision,mindgames,mindgames,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,shadow madness,shadow madness,shadow word death,shadow word death,shadow word pain,shadow word pain,thoughtsteal,thoughtsteal,-1
974609-kac-new-dragon-priest,book wyrm,dragon soul,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,hoarding dragon,hoarding dragon,lyra the sunshard,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,primordial drake,primordial drake,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,1
974587-void-questing,abomination,awaken the makers,bloodmage thalnos,bone drake,cairne bloodhoof,crystalline oracle,crystalline oracle,devilsaur egg,devilsaur egg,dragonfire potion,harvest golem,harvest golem,loot hoarder,marin the fox,nzoth the corruptor,obsidian statue,polluted hoarder,potion of madness,runic egg,shadow word death,shadow word death,shadow word pain,shadowreaper anduin,shallow gravedigger,shallow gravedigger,shifting shade,shifting shade,tortollan shellraiser,volatile elemental,volatile elemental,-1
974584-the-only-deck,binding heal,curious glimmerroot,dragon soul,dragonfire potion,drakonid operative,duskbreaker,elise the trailblazer,greater healing potion,holy nova,kazakus,lyra the sunshard,mass dispel,netherspite historian,northshire cleric,pint size potion,potion of madness,power word shield,priest of the feast,prophet velen,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word horror,shadow word pain,shadowreaper anduin,silence,spirit lash,zola the gorgon,0
974579-silent-giants,divine spirit,divine spirit,holy smite,holy smite,humongous razorleaf,inner fire,inner fire,ironbeak owl,ironbeak owl,kabal talonpriest,kabal talonpriest,lightspawn,lightspawn,lightwarden,lightwarden,lightwell,lightwell,mind blast,mind blast,mind vision,mind vision,northshire cleric,northshire cleric,shadow ascendant,shadow ascendant,shadow word pain,shadow word pain,shieldbearer,silence,silence,-1
974574-dragon-priest-review,acolyte of pain,bone drake,bonemare,book wyrm,cobalt scalebane,crystalline oracle,curious glimmerroot,dragonfire potion,drakonid operative,fire fly,harrison jones,kabal songstealer,kabal talonpriest,kazakus,lyra the sunshard,mind control tech,mistress of mixtures,netherspite historian,northshire cleric,obsidian statue,potion of madness,power word shield,prince keleseth,raza the chained,saronite chain gang,shadow word death,shadowreaper anduin,skulking geist,tar creeper,twilight drake,0
974544-top-budget-priest,auchenai soulpriest,auchenai soulpriest,binding heal,binding heal,chillwind yeti,chillwind yeti,circle of healing,circle of healing,holy smite,holy smite,loot hoarder,loot hoarder,marin the fox,mind blast,mind blast,mind control tech,northshire cleric,northshire cleric,potion of madness,power word shield,power word shield,priest of the feast,priest of the feast,radiant elemental,shadow word death,shadow word death,shadow word pain,shadowreaper anduin,spirit lash,spirit lash,-1
974536-otk-velen-priest,acolyte of pain,auchenai soulpriest,binding heal,bloodmage thalnos,circle of healing,curious glimmerroot,doomsayer,dragonfire potion,gadgetzan auctioneer,holy smite,kazakus,loot hoarder,mind blast,northshire cleric,novice engineer,pint size potion,potion of madness,power word shield,priest of the feast,prophet velen,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word horror,shadow word pain,shadowreaper anduin,silence,spirit lash,wild pyromancer,0
972732-value-dragon-nzoth-priest,bone drake,bone drake,cabal shadow priest,cabal shadow priest,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,netherspite historian,netherspite historian,northshire cleric,northshire cleric,nzoth the corruptor,obsidian statue,obsidian statue,potion of madness,potion of madness,power word shield,power word shield,shadow word death,shadow word death,shadow word pain,shadow word pain,twilight acolyte,twilight acolyte,twilight drake,twilight drake,twilights call,twilights call,1
974527-temporus-love-alex,acidic swamp ooze,alexstrasza,cobalt scalebane,cobalt scalebane,divine spirit,divine spirit,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,hoarding dragon,inner fire,inner fire,kabal talonpriest,netherspite historian,netherspite historian,northshire cleric,northshire cleric,power word shield,power word shield,primordial drake,psychic scream,shadow visions,shadow word death,silence,silence,temporus,twilight drake,twilight drake,1
974513-kazakus-control-priest,acidic swamp ooze,acolyte of pain,auchenai soulpriest,bloodmage thalnos,circle of healing,curious glimmerroot,dragonfire potion,holy fire,holy smite,kazakus,loot hoarder,lyra the sunshard,mass dispel,mind blast,northshire cleric,potion of madness,power word shield,priest of the feast,prophet velen,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,silence,spirit lash,stonehill defender,wild pyromancer,0
974495-dragon-deck,bone drake,bone drake,cobalt scalebane,cobalt scalebane,crystalline oracle,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,hoarding dragon,kabal talonpriest,netherspite historian,netherspite historian,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,primordial drake,primordial drake,radiant elemental,radiant elemental,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,twilight drake,1
974481-legend-devil-priest-insane-winrate,bonemare,cairne bloodhoof,cobalt scalebane,cobalt scalebane,defender of argus,devilsaur egg,devilsaur egg,divine spirit,divine spirit,dragonfire potion,golakka crawler,golakka crawler,inner fire,inner fire,kabal talonpriest,kabal talonpriest,meat wagon,northshire cleric,northshire cleric,power word shield,power word shield,radiant elemental,radiant elemental,shadow ascendant,shadow ascendant,shadow visions,shadow visions,shadowreaper anduin,silence,the lich king,5
974468-get-rekt-hunters-quest-priest,awaken the makers,big game hunter,bloodmage thalnos,cairne bloodhoof,crystalline oracle,crystalline oracle,devilsaur egg,devilsaur egg,harvest golem,harvest golem,infested tauren,infested tauren,loot hoarder,loot hoarder,mistress of mixtures,mistress of mixtures,obsidian statue,obsidian statue,polluted hoarder,polluted hoarder,runic egg,runic egg,shadow visions,shadow visions,shadow word death,shadow word death,shifting shade,tortollan shellraiser,tortollan shellraiser,twilight summoner,-1
974458-raza-priest,acolyte of pain,bloodmage thalnos,cabal shadow priest,curious glimmerroot,dragonfire potion,elise the trailblazer,golakka crawler,greater healing potion,kabal songstealer,kabal talonpriest,kazakus,lyra the sunshard,mass dispel,mind blast,mind vision,northshire cleric,obsidian statue,potion of madness,power word shield,priest of the feast,prophet velen,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word horror,shadow word pain,shadowreaper anduin,silence,tar creeper,0
974456-dragon-highlander-priest,acolyte of pain,auchenai soulpriest,bloodmage thalnos,book wyrm,circle of healing,curious glimmerroot,dragonfire potion,drakonid operative,duskbreaker,holy smite,kazakus,loot hoarder,mind blast,netherspite historian,northshire cleric,novice engineer,potion of madness,power word shield,priest of the feast,primordial drake,prophet velen,psychic scream,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,silence,spirit lash,twilight drake,0
974453-elemental-razakus,blazecaller,cabal shadow priest,crazed alchemist,crystalline oracle,curious glimmerroot,dragonfire potion,elise the trailblazer,fire fly,fire plume phoenix,greater healing potion,igneous elemental,kabal talonpriest,kazakus,lightspawn,lyra the sunshard,marin the fox,northshire cleric,obsidian statue,potion of madness,priest of the feast,radiant elemental,raza the chained,servant of kalimos,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,stormwatcher,tar creeper,tolvir stoneshaper,-1
974450-elemental-priest,blazecaller,blazecaller,crystalline oracle,curious glimmerroot,dragonfire potion,dragonfire potion,fire fly,fire plume phoenix,free from amber,free from amber,greater healing potion,kabal talonpriest,lightspawn,lyra the sunshard,medivh the guardian,northshire cleric,potion of madness,priest of the feast,radiant elemental,radiant elemental,servant of kalimos,servant of kalimos,shadow visions,shadow visions,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,tar creeper,tar creeper,-1
974412-theorycrafting-dragon-raza-priest,acolyte of pain,bloodmage thalnos,curious glimmerroot,doomsayer,dragonfire potion,drakonid operative,duskbreaker,elise the trailblazer,gluttonous ooze,gnomish inventor,greater healing potion,kazakus,loot hoarder,mind blast,netherspite historian,northshire cleric,pint size potion,potion of madness,power word shield,priest of the feast,prophet velen,raza the chained,shadow visions,shadow word death,shadow word horror,shadow word pain,shadowreaper anduin,spirit lash,twilight drake,zola the gorgon,0
974404-play-with-a-friend,binding heal,binding heal,circle of healing,circle of healing,divine spirit,divine spirit,eternal servitude,eternal servitude,faceless manipulator,faceless manipulator,holy smite,holy smite,inner fire,inner fire,lorewalker cho,mind blast,mind blast,mind vision,mind vision,pint size potion,pint size potion,power word shield,power word shield,power word tentacles,power word tentacles,shadow visions,shadow visions,shadowform,shadowform,violet illusionist,-1
