Name,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Card 30
896674-dk-quest-priest,awaken the makers,crystalline oracle,northshire cleric,potion of madness,power word shield,shadow visions,shadow word pain,shadow word pain,spirit lash,mirage caller,shadow word death,shadow word death,eternal servitude,priest of the feast,shifting shade,tortollan shellraiser,tortollan shellraiser,holy nova,dragonfire potion,free from amber,shadowreaper anduin,obsidian statue,obsidian statue,bloodmage thalnos,shallow gravedigger,barnes,elise the trailblazer,cairne bloodhoof,the lich king,nzoth the corruptor
896580-kazakus-quest-priest,awaken the makers,crystalline oracle,northshire cleric,power word shield,radiant elemental,shadow ascendant,shadow visions,shadow word pain,kabal talonpriest,shadow word death,thoughtsteal,priest of the feast,shifting shade,tortollan shellraiser,holy nova,lyra the sunshard,onyx bishop,raza the chained,dragonfire potion,archbishop benedictus,free from amber,shadowreaper anduin,obsidian statue,doomsayer,arfus,kazakus,skelemancer,bone drake,cairne bloodhoof,nzoth the corruptor
896575-quest-nzoth-priest,awaken the makers,northshire cleric,northshire cleric,power word shield,power word shield,shadow visions,shadow visions,shadow word pain,shadow word pain,kabal talonpriest,kabal talonpriest,shadow word death,shadow word death,eternal servitude,eternal servitude,shifting shade,tortollan shellraiser,tortollan shellraiser,dragonfire potion,dragonfire potion,shadow essence,obsidian statue,stonehill defender,stonehill defender,arfus,elise the trailblazer,cairne bloodhoof,skulking geist,the lich king,nzoth the corruptor
896526-rank-10-to-rank-5-without-lose-quest-dk-raza,awaken the makers,crystalline oracle,northshire cleric,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,spirit lash,kabal talonpriest,mirage caller,shadow word death,eternal servitude,greater healing potion,shifting shade,tortollan shellraiser,holy nova,raza the chained,dragonfire potion,free from amber,shadowreaper anduin,obsidian statue,mistress of mixtures,bloodmage thalnos,loot hoarder,kazakus,tomb lurker,bone drake,cairne bloodhoof,nzoth the corruptor
896435-quest-priest,circle of healing,awaken the makers,crystalline oracle,northshire cleric,potion of madness,shadow word pain,shadow word death,thoughtsteal,auchenai soulpriest,eternal servitude,priest of the feast,shadow madness,shifting shade,tortollan shellraiser,holy nova,lyra the sunshard,raza the chained,dragonfire potion,free from amber,shadowreaper anduin,obsidian statue,mistress of mixtures,bloodmage thalnos,shallow gravedigger,infested tauren,kazakus,abomination,cairne bloodhoof,the lich king,nzoth the corruptor
896312-nzoth-dk-anduin-quest,awaken the makers,crystalline oracle,crystalline oracle,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,radiant elemental,shadow word pain,mirage caller,mirage caller,shadow word death,eternal servitude,eternal servitude,tortollan shellraiser,tortollan shellraiser,dragonfire potion,dragonfire potion,shadowreaper anduin,shallow gravedigger,shallow gravedigger,stonehill defender,stonehill defender,arfus,barnes,elise the trailblazer,the lich king,nzoth the corruptor
896309-thijsnls-deck-nzoth-dk-anduin-quest-priest,awaken the makers,crystalline oracle,crystalline oracle,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,radiant elemental,shadow word pain,mirage caller,mirage caller,shadow word death,eternal servitude,eternal servitude,tortollan shellraiser,tortollan shellraiser,dragonfire potion,dragonfire potion,shadowreaper anduin,shallow gravedigger,shallow gravedigger,stonehill defender,stonehill defender,arfus,barnes,elise the trailblazer,the lich king,nzoth the corruptor
896116-quest-priest,awaken the makers,crystalline oracle,crystalline oracle,shadow word pain,shadow word pain,mirage caller,shadow word death,shadow word death,thoughtsteal,eternal servitude,eternal servitude,shifting shade,shifting shade,tortollan shellraiser,tortollan shellraiser,holy nova,onyx bishop,shadow essence,obsidian statue,mistress of mixtures,mistress of mixtures,loot hoarder,loot hoarder,shallow gravedigger,arfus,barnes,elise the trailblazer,bone drake,the lich king,nzoth the corruptor
895952-24-6-kazakus-quest-priest-after-expansion,awaken the makers,northshire cleric,potion of madness,power word shield,shadow visions,shadow word pain,kabal talonpriest,shadow word death,eternal servitude,greater healing potion,priest of the feast,shifting shade,tortollan shellraiser,darkshire alchemist,holy nova,kabal songstealer,lyra the sunshard,raza the chained,dragonfire potion,free from amber,shadowreaper anduin,obsidian statue,mistress of mixtures,bloodmage thalnos,youthful brewmaster,shallow gravedigger,kazakus,cairne bloodhoof,the lich king,nzoth the corruptor
895592-quest-priest,awaken the makers,crystalline oracle,northshire cleric,mana geode,shadow visions,shadow word pain,spirit lash,kabal talonpriest,mirage caller,shadow word death,eternal servitude,greater healing potion,shifting shade,tortollan shellraiser,holy nova,onyx bishop,raza the chained,free from amber,shadowreaper anduin,obsidian statue,loot hoarder,kabal courier,shallow gravedigger,arfus,kazakus,corrupted healbot,bone drake,cairne bloodhoof,skulking geist,nzoth the corruptor
895576-raza-kazakus-quest-dk-priest-the-control-deck,awaken the makers,crystalline oracle,potion of madness,power word shield,shadow visions,shadow word pain,spirit lash,mirage caller,shadow word death,priest of the feast,shifting shade,tortollan shellraiser,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,obsidian statue,mistress of mixtures,acidic swamp ooze,bloodmage thalnos,doomsayer,loot hoarder,volatile elemental,igneous elemental,tar creeper,infested tauren,kazakus,elise the trailblazer,cairne bloodhoof,nzoth the corruptor
895569-quest-nzoth-raza-kazakus,awaken the makers,crystalline oracle,northshire cleric,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,mirage caller,shadow word death,eternal servitude,shifting shade,tortollan shellraiser,lyra the sunshard,raza the chained,dragonfire potion,shadowreaper anduin,obsidian statue,mistress of mixtures,loot hoarder,shallow gravedigger,arfus,barnes,kazakus,cobalt scalebane,elise the trailblazer,bone drake,cairne bloodhoof,the lich king,nzoth the corruptor
895522-kft-highlander-quest-priest,awaken the makers,crystalline oracle,northshire cleric,potion of madness,power word shield,shadow visions,shadow word pain,spirit lash,shadow word death,eternal servitude,priest of the feast,shifting shade,tortollan shellraiser,holy nova,raza the chained,dragonfire potion,shadowreaper anduin,obsidian statue,loot hoarder,happy ghoul,shallow gravedigger,arfus,barnes,kazakus,elise the trailblazer,tomb lurker,cairne bloodhoof,skulking geist,the lich king,nzoth the corruptor
895434-kft-kazakus-quest-priest,awaken the makers,crystalline oracle,northshire cleric,potion of madness,power word shield,shadow visions,shadow word pain,shadow word death,thoughtsteal,eternal servitude,priest of the feast,shifting shade,tortollan shellraiser,drakonid operative,lyra the sunshard,dragonfire potion,obsidian statue,loot hoarder,netherspite historian,volatile elemental,igneous elemental,stonehill defender,kazakus,servant of kalimos,bone drake,book wyrm,primordial drake,the lich king,ysera,nzoth the corruptor
895370-quest-deck,awaken the makers,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,shadow visions,shadow visions,shadow word pain,mirage caller,mirage caller,shadow word death,eternal servitude,eternal servitude,tortollan shellraiser,tortollan shellraiser,holy nova,dragonfire potion,dragonfire potion,obsidian statue,loot hoarder,loot hoarder,shallow gravedigger,shallow gravedigger,infested tauren,infested tauren,cairne bloodhoof,the lich king,nzoth the corruptor
894951-lich-value-quest-priest,awaken the makers,crystalline oracle,crystalline oracle,northshire cleric,northshire cleric,shadow visions,shadow word pain,shadow word pain,spirit lash,spirit lash,shadow word death,eternal servitude,eternal servitude,tortollan shellraiser,tortollan shellraiser,shadow essence,shadow essence,obsidian statue,obsidian statue,mistress of mixtures,mistress of mixtures,shallow gravedigger,shallow gravedigger,arfus,barnes,spiritsinger umbra,abomination,abomination,the lich king,nzoth the corruptor
894901-nkaza-lyra-quest,awaken the makers,crystalline oracle,holy smite,northshire cleric,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,kabal talonpriest,mirage caller,shadow word death,shadowform,priest of the feast,shifting shade,tortollan shellraiser,holy nova,lyra the sunshard,onyx bishop,raza the chained,dragonfire potion,shadowreaper anduin,bloodmage thalnos,loot hoarder,barnes,kazakus,bomb squad,moat lurker,the lich king,nzoth the corruptor
894693-nzoth-quest-priest,awaken the makers,crystalline oracle,crystalline oracle,northshire cleric,northshire cleric,power word shield,power word shield,shadow visions,shadow visions,shadow word pain,shadow word pain,kabal talonpriest,kabal talonpriest,shadow word death,shadow word death,priest of the feast,priest of the feast,tortollan shellraiser,tortollan shellraiser,kabal songstealer,dragonfire potion,dragonfire potion,shadowreaper anduin,obsidian statue,obsidian statue,bloodmage thalnos,loot hoarder,loot hoarder,cairne bloodhoof,nzoth the corruptor
894690-singleton-dk-quest-dragon-priest,awaken the makers,crystalline oracle,northshire cleric,power word shield,shadow visions,shadow word pain,spirit lash,kabal talonpriest,eternal servitude,shifting shade,tortollan shellraiser,drakonid operative,raza the chained,dragonfire potion,shadow essence,shadowreaper anduin,obsidian statue,bloodmage thalnos,doomsayer,loot hoarder,netherspite historian,barnes,kazakus,elise the trailblazer,bone drake,book wyrm,primordial drake,the lich king,ysera,nzoth the corruptor
885997-late-game-control-quest-preist,awaken the makers,crystalline oracle,crystalline oracle,shadow visions,shadow visions,shadow word pain,shadow word pain,curious glimmerroot,curious glimmerroot,shadow word death,eternal servitude,eternal servitude,tortollan shellraiser,tortollan shellraiser,holy nova,lyra the sunshard,dragonfire potion,dragonfire potion,shadow essence,shadow essence,archbishop benedictus,shadowreaper anduin,loot hoarder,loot hoarder,happy ghoul,happy ghoul,arfus,elise the trailblazer,cairne bloodhoof,nzoth the corruptor
894515-updated-standard-quest-priest,awaken the makers,northshire cleric,potion of madness,power word shield,shadow visions,shadow word pain,spirit lash,shadow word death,eternal servitude,greater healing potion,tortollan shellraiser,darkshire alchemist,holy nova,kabal songstealer,raza the chained,cabal shadow priest,dragonfire potion,shadow essence,shadowreaper anduin,obsidian statue,mistress of mixtures,gluttonous ooze,kabal courier,stonehill defender,arfus,kazakus,elise the trailblazer,bone drake,cairne bloodhoof,nzoth the corruptor
894461-simple-quest-priest,awaken the makers,northshire cleric,northshire cleric,potion of madness,power word shield,power word shield,shadow visions,shadow visions,shadow word pain,shadow word pain,spirit lash,shadow word death,shadow word death,priest of the feast,priest of the feast,tortollan shellraiser,tortollan shellraiser,dragonfire potion,obsidian statue,doomsayer,doomsayer,tainted zealot,shallow gravedigger,shallow gravedigger,arfus,corpsetaker,elise the trailblazer,bone drake,bone drake,nzoth the corruptor
894370-quest-death-knight-nzoth-priest,awaken the makers,crystalline oracle,northshire cleric,power word shield,radiant elemental,shadow word pain,kabal talonpriest,shadow word death,thoughtsteal,priest of the feast,shifting shade,tortollan shellraiser,devour mind,kabal songstealer,raza the chained,cabal shadow priest,dragonfire potion,free from amber,shadowreaper anduin,mind control,mistress of mixtures,loot hoarder,shallow gravedigger,barnes,abomination,cairne bloodhoof,bonemare,primordial drake,nzoth the corruptor,arcane giant
894364-raza-shadowreaper-quest-priest,awaken the makers,crystalline oracle,northshire cleric,potion of madness,power word shield,shadow visions,shadow word pain,spirit lash,mirage caller,shadow word death,mass dispel,tortollan shellraiser,holy nova,raza the chained,dragonfire potion,embrace darkness,shadowreaper anduin,obsidian statue,mistress of mixtures,bloodmage thalnos,acolyte of pain,arfus,barnes,infested tauren,kazakus,spiritsinger umbra,elise the trailblazer,cairne bloodhoof,the lich king,nzoth the corruptor
894349-quest-nzoth-kazakus-deck,silence,awaken the makers,shadow visions,shadow word pain,spirit lash,shadow word death,eternal servitude,greater healing potion,mass dispel,tortollan shellraiser,holy nova,raza the chained,dragonfire potion,shadowreaper anduin,obsidian statue,mistress of mixtures,doomsayer,youthful brewmaster,stonehill defender,arfus,barnes,corpsetaker,infested tauren,kazakus,skelemancer,bone drake,cairne bloodhoof,the lich king,ysera,nzoth the corruptor
894313-quest-kazakus-dk,awaken the makers,crystalline oracle,northshire cleric,potion of madness,power word shield,shadow visions,shadow word pain,spirit lash,mirage caller,shadow word death,eternal servitude,greater healing potion,priest of the feast,shifting shade,tortollan shellraiser,holy nova,onyx bishop,raza the chained,dragonfire potion,shadow essence,shadowreaper anduin,obsidian statue,mistress of mixtures,doomsayer,loot hoarder,acolyte of pain,kabal courier,arfus,kazakus,cairne bloodhoof
